parameter_id,JAX_LDT_004_001
parameter_name,Dark side time spent
pvalue,0.21322
analysis_id,9tht8q821bd4lmj
gene_accession_id,MGI:2140475
mouse_life_stage,Early adult
gene_symbol,AU040320
mouse_strain,C57BL
