gene_symbol,Hspa5
gene_accession_id,MGI:95835
analysis_id,132b2rviu7xzdw8
pvalue,0.7529146
parameter_name,Fat mass
mouse_strain,C57BL
parameter_id,IMPC_DXA_002_001
mouse_life_stage,Early adult
