mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2140475
pvalue,0.8839979
gene_symbol,AU040320
parameter_name,Alkaline phosphatase
analysis_id,2a42tf47z4yb853
parameter_id,IMPC_CBC_014_001
mouse_strain,C57BL
