gene_symbol,Ddx27
analysis_id,16or1f751p6i0d4
pvalue,0.4635217
mouse_strain,129SV
parameter_name,% Freezing duration pre-cue-2
parameter_id,ICS_FEA_019_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
