parameter_name,Embryo Size
analysis_id,y1soqchs2o11fsa
mouse_life_stage,Middle aged adult
pvalue,0.6119133
gene_symbol,Hpca
parameter_id,IMPC_GEO_019_001
gene_accession_id,MGI:1336200
mouse_strain,C57BL
