mouse_strain,C57BL
parameter_name,CD11b-high cDC - % of CD45+
mouse_life_stage,Early adult
pvalue,0.1307762
gene_accession_id,MGI:1328306
analysis_id,97816n56ph0uh79
gene_symbol,Orc2
parameter_id,MGP_IMM_129_001
