parameter_id,JAXLA_OFD_017_001
gene_symbol,Plcb1
gene_accession_id,MGI:97613
parameter_name,Center average speed
pvalue,0.6312028
mouse_life_stage,Late adult
analysis_id,g2v3wz59r8c1e24
mouse_strain,C56BL
