parameter_id,IMPC_CBC_025_001
analysis_id,q195ghox09t6xp1
parameter_name,LDL-cholesterol
gene_symbol,Snrpb2
pvalue,0.6129731
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:104805
