parameter_id,IMPC_EYE_092_002
pvalue,0.151291
gene_accession_id,MGI:3588214
mouse_life_stage,Early adult
gene_symbol,Rufy4
analysis_id,k195dm0l92gvxp3
parameter_name,Retina (combined)
mouse_strain,C57BL
