mouse_life_stage,Early adult
gene_accession_id,MGI:97838
gene_symbol,Eprs1
parameter_id,MGP_IMM_078_001
mouse_strain,C57BL
parameter_name,Resting Treg cells - % of CD45+
analysis_id,0053x1c5l1302fy
pvalue,0.9377164
