parameter_id,JAXLA_GRS_011_001
mouse_strain,C57BL
analysis_id,d28d9k99fow1wg6
gene_symbol,Ola1
mouse_life_stage,E18.5
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
gene_accession_id,MGI:1914309
pvalue,0.06331357
