gene_symbol,Ddx27
gene_accession_id,MGI:2385884
analysis_id,k25apy5enh5j2sa
parameter_id,ESLIM_014_001_008
parameter_name,Cornea vascularisation
pvalue,0.9984336
mouse_strain,129SV
mouse_life_stage,Early adult
