gene_symbol,Jun
pvalue,0.6904926
mouse_strain,C57BL
gene_accession_id,MGI:96646
parameter_id,GMC_906_001_005
mouse_life_stage,E9.5
parameter_name,Potassium
analysis_id,05m7r492n8652xx
