parameter_name,Fat/Body weight
mouse_life_stage,Early adult
gene_symbol,Maco1
pvalue,0.7267791
gene_accession_id,MGI:1913396
parameter_id,JAXLA_DXA_009_001
mouse_strain,C57BL
analysis_id,7x018a6f9534e7g
