gene_symbol,Galnt13
parameter_id,HMGULA_CBC_009_001
mouse_strain,C57BL
parameter_name,Calcium
gene_accession_id,MGI:2139447
mouse_life_stage,Middle aged adult
analysis_id,93xur6t08pqb5y4
pvalue,0.91345
