parameter_name,12kHz-evoked ABR Threshold
analysis_id,707fv9bd228b262
gene_accession_id,MGI:3650254
parameter_id,IMPC_ABR_006_001
mouse_life_stage,Early adult
gene_symbol,Zfp683
mouse_strain,C57BL
pvalue,0.3401057
