gene_symbol,Hspa5
analysis_id,l4i0w81f9y4fsi8
parameter_name,Resting NK cells - % of CD45+
mouse_life_stage,E12.5
pvalue,0.3748004
parameter_id,MGP_IMM_100_001
mouse_strain,C57BL
gene_accession_id,MGI:95835
