parameter_id,MGP_CSD_030_001
mouse_life_stage,Early adult
pvalue,0.7279076
mouse_strain,C57BL
gene_symbol,Frmpd1
parameter_name,Limb coat/hair presence
gene_accession_id,MGI:2446274
analysis_id,te6aqj0quo0g3n3
