mouse_strain,129SV
analysis_id,4zgi76gk3362l60
parameter_id,IMPC_ECH_005_001
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
gene_symbol,Cntfr
pvalue,0.05033656
parameter_name,Fractional Shortening
