parameter_id,HRWLLA_OFD_011_001
gene_accession_id,MGI:2673000
analysis_id,2257j3d73zu9380
gene_symbol,Trim46
parameter_name,Periphery resting time
mouse_life_stage,Early adult
pvalue,0.382737
mouse_strain,C57BL
