parameter_id,IMPC_ACS_006_001
gene_accession_id,MGI:1332236
mouse_strain,129SV
pvalue,0.5935276
analysis_id,xn7z2c26r1l0l0g
mouse_life_stage,Early adult
gene_symbol,Cds2
parameter_name,Response amplitude - S
