parameter_id,MGP_PBI_002_001
pvalue,0.3844166
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
mouse_strain,129SV
parameter_name,Alpha beta T cell percentage
mouse_life_stage,Early adult
analysis_id,sir8o17g92i3bc6
