parameter_id,JAX_OFD_022_001
mouse_life_stage,Early adult
analysis_id,16l79vld7ijg73r
mouse_strain,C57BL
parameter_name,Percentage center time
pvalue,0.3971183
gene_accession_id,MGI:1917810
gene_symbol,Wars2
