mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,i4j67cy054n6m6m
gene_symbol,Arpc2
pvalue,0.6446352
parameter_name,Coat - hair distribution - back
gene_accession_id,MGI:1923959
parameter_id,IMPC_CSD_011_001
