parameter_id,ESLIM_011_001_002
parameter_name,PP1 startle magnitude
pvalue,0.8622397
gene_symbol,Secisbp2l
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
analysis_id,yg11nyae3ydm975
