gene_symbol,Ola1
mouse_strain,C52BL
parameter_name,Edema
gene_accession_id,MGI:1914309
pvalue,0.4423668
mouse_life_stage,E18.5
parameter_id,IMPC_GEO_064_001
analysis_id,6sn0s359mg51dss
