gene_symbol,Hnf4a
pvalue,0.5777005
parameter_name,Platelet count
mouse_strain,C57BL
parameter_id,IMPC_HEM_008_001
analysis_id,fgle75a32l205w6
gene_accession_id,MGI:109128
mouse_life_stage,Late adult
