gene_symbol,Fgb
analysis_id,22ewc9ip9229li1
parameter_id,IMPC_CBC_010_001
pvalue,0.1625288
parameter_name,Phosphorus
gene_accession_id,MGI:99501
mouse_strain,C57BL
mouse_life_stage,E12.5
