mouse_strain,129SV
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
analysis_id,1l189o5j979tv50
parameter_id,MGP_MLN_032_001
parameter_name,Effector NK cells - % of NK cells
gene_symbol,Mms22l
pvalue,0.9983713
