parameter_name,Skull shape
gene_symbol,Rab22a
mouse_life_stage,Early adult
pvalue,1.180139
analysis_id,aqn66nz48piqcs3
gene_accession_id,MGI:105072
mouse_strain,C57BL
parameter_id,IMPC_XRY_001_001
