gene_symbol,Zcchc2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Coat - color pattern - back
gene_accession_id,MGI:2444114
analysis_id,xr06t639tea23n2
pvalue,0.8328615
parameter_id,IMPC_CSD_008_001
