gene_symbol,Ahcy
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,l5f72356de8cds0
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:87968
parameter_id,MGP_IMM_007_001
pvalue,0.1082845
