gene_symbol,Hpca
gene_accession_id,MGI:1336200
mouse_strain,C57BL
analysis_id,9168h074k0s3979
parameter_name,Resting Treg cells - % of Treg
pvalue,0.5443391
parameter_id,MGP_IMM_011_001
mouse_life_stage,Late adult
