gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
parameter_name,Limb coat/hair presence
parameter_id,MGP_CSD_030_001
analysis_id,o990b744k7306xy
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.9901723
