gene_symbol,DDX27
mouse_life_stage,Early adult
parameter_id,ESLIM_016_001_005
pvalue,0.6822549
parameter_name,Mean cell volume
analysis_id,um7gz18756pg79v
mouse_strain,129SV
gene_accession_id,MGI:2385884
