gene_symbol,Slc39a10
pvalue,0.5094113
parameter_name,Prepulse inhibition - PP4
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,bony1x7ncdm5p34
gene_accession_id,MGI:1914515
parameter_id,ESLIM_011_001_704
