gene_symbol,Mms22l
analysis_id,09s3e452ic11eky
parameter_name,Total T cells - % of CD45+
pvalue,0.7835777
parameter_id,MGP_IMM_001_001
gene_accession_id,MGI:2684980
mouse_strain,129SV
mouse_life_stage,Early adult
