gene_symbol,Rufy4
gene_accession_id,MGI:3588214
mouse_life_stage,Early adult
analysis_id,10vo74mmjk6xtgm
parameter_id,JAXLA_DXA_009_001
pvalue,0.6201794
mouse_strain,C57BL
parameter_name,Fat/Body weight
