parameter_id,M-G-P_014_001_010
pvalue,0.4860514
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
gene_symbol,Bpifa3
parameter_name,lens opacity
mouse_strain,C57BL
analysis_id,mx1tp5n2qrj0397
