mouse_strain,C57BL
parameter_id,IMPC_CSD_007_001
analysis_id,kj39f09jlp641m3
gene_accession_id,MGI:3588214
pvalue,0.7030416
mouse_life_stage,Early adult
gene_symbol,Rufy4
parameter_name,Coat - color - abdomen
