gene_symbol,Fgb
mouse_strain,C57BL
mouse_life_stage,E15.5
analysis_id,d0ij466bd97u125
parameter_name,KLRG1+ gd T cells - % of gd T cells
parameter_id,MGP_MLN_021_001
pvalue,0.3055594
gene_accession_id,MGI:99501
