gene_symbol,Bmi1
mouse_life_stage,E15.5
analysis_id,6mq94y8massy1cn
pvalue,0.394618
parameter_name,Coat - hair distribution - back
gene_accession_id,MGI:88174
mouse_strain,C57BL
parameter_id,IMPC_CSD_011_001
