gene_symbol,Frmpd1
mouse_strain,C57BL
parameter_id,IMPC_GRS_011_001
mouse_life_stage,Middle aged adult
analysis_id,3e9fee8kw33b3jr
pvalue,0.2621846
gene_accession_id,MGI:2446274
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
