gene_symbol,Arpc2
mouse_life_stage,Early adult
analysis_id,nm3g2982037559j
parameter_id,ESLIM_011_001_703
gene_accession_id,MGI:1923959
pvalue,0.6064633
parameter_name,Prepulse inhibition - PP3
mouse_strain,C57BL
