parameter_id,IMPC_ACS_034_001
gene_symbol,Wars2
mouse_strain,C57BL
analysis_id,932p92syn1wb8qs
gene_accession_id,MGI:1917810
pvalue,0.934378
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI2
