parameter_name,Whole arena resting time
analysis_id,fqm7tkf1d1woco9
mouse_life_stage,Early adult
gene_symbol,Arnt
parameter_id,ESLIM_007_001_003
pvalue,0.664794
mouse_strain,C57BL
gene_accession_id,MGI:88071
