gene_symbol,Slc45a3
mouse_strain,C56BL
parameter_name,Fructosamine
analysis_id,4nr9kb1rrq1v97s
parameter_id,IMPC_CBC_020_001
mouse_life_stage,Early adult
pvalue,0.6056782
gene_accession_id,MGI:1922082
