gene_symbol,Dnajc8
mouse_strain,C57BL
parameter_id,IMPC_HEM_030_001
parameter_name,Neutrophil cell count
mouse_life_stage,Early adult
pvalue,0.1771964
gene_accession_id,MGI:1915848
analysis_id,u1utg008w070nj4
