gene_symbol,Orc2
mouse_strain,C57BL
analysis_id,5e3yaugws38q3ny
parameter_id,HMGULA_CBC_015_001
mouse_life_stage,E9.5
pvalue,0.1382181
parameter_name,Total cholesterol
gene_accession_id,MGI:1328306
