gene_symbol,Amigo1
mouse_strain,C57BL
analysis_id,582149mt81ox1hv
pvalue,0.8970836
parameter_id,JAX_OFD_016_001
mouse_life_stage,Early adult
parameter_name,Center permanence time
gene_accession_id,MGI:2653612
