mouse_strain,C57BL
analysis_id,6p5e337lbj400j4
pvalue,0.1780354
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
parameter_name,Eosinophil cell count
parameter_id,IMPC_HEM_036_001
