mouse_strain,C57BL
parameter_name,Skull shape
analysis_id,znm61qr4e4g0t18
gene_accession_id,MGI:1929242
pvalue,0.7167986
mouse_life_stage,Early adult
gene_symbol,Ivd
parameter_id,CCP_XRY_001_001
