mouse_life_stage,Early adult
parameter_name,Percent time in dark
parameter_id,JAX_LDT_008_001
analysis_id,w17ba25s27rh8w9
gene_symbol,Cds2
gene_accession_id,MGI:1332236
pvalue,0.07650249
mouse_strain,C57BL
