mouse_life_stage,E18.5
analysis_id,9lihycc5vl1v92e
pvalue,0.4736613
parameter_id,HRWLLA_DXA_007_001
mouse_strain,C57BL
gene_symbol,Zyg11b
parameter_name,BMC/Body weight
gene_accession_id,MGI:2685277
