parameter_id,IMPC_ECH_003_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,mz7o7feta4et2sn
parameter_name,Stroke Volume
gene_symbol,Zmynd8
pvalue,0.6792258
gene_accession_id,MGI:1918025
