gene_symbol,Kdm5b
pvalue,0.9544055
mouse_strain,C57BL
analysis_id,gpfwe5w37k0x010
parameter_id,HMGULA_CBC_005_001
parameter_name,Creatinine
mouse_life_stage,Early adult
gene_accession_id,MGI:1922855
