gene_symbol,Frmpd1
mouse_strain,C57BL
pvalue,0.4004796
parameter_id,HMGULA_HWT_008_001
analysis_id,8kxrz5okp7v2228
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
parameter_name,Heart weight
