gene_symbol,Fgb
gene_accession_id,MGI:99501
parameter_name,BMC/Body weight
analysis_id,mh3da1d581y440r
parameter_id,HRWLLA_DXA_007_001
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.7054538
