gene_symbol,Frmpd1
parameter_id,MGP_MLN_032_001
pvalue,0.98808
analysis_id,j8p657kmmn6pf5q
mouse_strain,C57BL
parameter_name,Effector NK cells - % of NK cells
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
