gene_symbol,Slc28a2
analysis_id,60fa98b76603322
gene_accession_id,MGI:1913105
mouse_strain,C57BL
parameter_name,Eye
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_001_001
pvalue,0.7312209
