gene_symbol,AU040320
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
analysis_id,q7654g31qj7x7h1
parameter_id,ESLIM_007_001_006
pvalue,0.3579765
parameter_name,Periphery distance travelled
mouse_strain,C57BL
