parameter_name,BMC/Body weight
pvalue,0.8720461
mouse_strain,C57BL
parameter_id,HRWLLA_DXA_007_001
analysis_id,ib5z146095oc4dz
gene_accession_id,MGI:88479
mouse_life_stage,Early adult
gene_symbol,Cpa3
