parameter_name,Body weight
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,41rlft36933u038
pvalue,0.1713803
gene_symbol,Ap5s1
parameter_id,M-G-P_009_001_003
gene_accession_id,MGI:1916846
