parameter_name,Periphery average speed
parameter_id,JAX_OFD_013_001
gene_symbol,Exd1
pvalue,0.9056826
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:3045306
analysis_id,9iy8en425s5u649
